Time,Names,Frame_idx,Bboxes,Emotion
0.04,"[]",1,"[]","[]"
0.24,"[]",6,"[]","[]"
0.44,"[]",11,"[]","[]"
0.64,"[]",16,"[]","[]"
1.04,"[]",26,"[]","[]"
1.24,"[]",31,"[]","[]"
1.44,"[]",36,"[]","[]"
1.64,"[]",41,"[]","[]"
2.04,"[]",51,"[]","[]"
2.24,"[]",56,"[]","[]"
2.44,"[]",61,"[]","[]"
2.64,"[]",66,"[]","[]"
3.04,"[]",76,"[]","[]"
3.24,"[]",81,"[]","[]"
3.44,"[]",86,"[]","[]"
3.64,"[]",91,"[]","[]"
4.04,"[]",101,"[]","[]"
4.24,"[]",106,"[]","[]"
4.44,"[]",111,"[]","[]"
4.64,"[]",116,"[]","[]"
5.04,"[]",126,"[]","[]"
5.24,"[]",131,"[]","[]"
5.44,"[]",136,"[]","[]"
5.64,"[]",141,"[]","[]"
6.04,"[]",151,"[]","[]"
6.24,"[]",156,"[]","[]"
6.44,"[]",161,"[]","[]"
6.64,"[]",166,"[]","[]"
7.04,"[]",176,"[]","[]"
7.24,"[]",181,"[]","[]"
7.44,"[]",186,"[]","[]"
7.64,"[]",191,"[]","[]"
8.04,"[]",201,"[]","[]"
8.24,"[]",206,"[]","[]"
8.44,"[]",211,"[]","[]"
8.64,"[]",216,"[]","[]"
9.04,"[]",226,"[]","[]"
9.24,"[]",231,"[]","[]"
9.44,"[]",236,"[]","[]"
9.64,"[]",241,"[]","[]"
10.04,"[]",251,"[]","[]"
10.24,"[]",256,"[]","[]"
10.44,"[]",261,"[]","[]"
10.64,"[]",266,"[]","[]"
11.04,"[]",276,"[]","[]"
11.24,"[]",281,"[]","[]"
11.44,"[]",286,"[]","[]"
11.64,"[]",291,"[]","[]"
12.04,"[]",301,"[]","[]"
12.24,"['Unknown']",306,"[[0.8911640167236328, 0.3874159495035807, 0.9277769088745117, 0.4929464552137587]]","[['glow', 'hope', 'mystery', 'faith', 'death', 'love']]"
12.44,"[]",311,"[]","[]"
12.64,"[]",316,"[]","[]"
13.04,"[]",326,"[]","[]"
13.24,"[]",331,"[]","[]"
13.44,"[]",336,"[]","[]"
13.64,"[]",341,"[]","[]"
14.04,"[]",351,"[]","[]"
14.24,"[]",356,"[]","[]"
14.44,"[]",361,"[]","[]"
14.64,"[]",366,"[]","[]"
15.04,"['Unknown']",376,"[[0.39165210723876953, 0.0628222836388482, 0.46796221733093263, 0.2577422247992622]]","[['glow', 'danger', 'celebration', 'mystery', 'fantasy', 'gloom']]"
15.24,"[]",381,"[]","[]"
15.44,"[]",386,"[]","[]"
15.64,"[]",391,"[]","[]"
16.04,"[]",401,"[]","[]"
16.24,"[]",406,"[]","[]"
16.44,"['Unknown']",411,"[[0.3284585952758789, 0.21101239522298176, 0.43002729415893554, 0.4260200924343533]]","[['glow', 'halloween', 'erotic', 'horror', 'fun', 'fantasy']]"
16.64,"['Miu Le']",416,"[[0.3250837564468384, 0.16669353908962672, 0.45266146659851075, 0.46871939765082465]]","[['serious', 'struggling', 'erotic', 'fun', 'glow', 'love']]"
17.04,"['Miu Le']",426,"[[0.3361153841018677, 0.1850021998087565, 0.46927475929260254, 0.4693709479437934]]","[['serious', 'disease', 'bothered', 'problem', 'sad', 'pain']]"
17.24,"['Miu Le']",431,"[[0.3371424198150635, 0.17909906175401474, 0.46604599952697756, 0.47228864034016926]]","[['serious', 'glow', 'unsmiling', 'mystery', 'fantasy', 'bothered']]"
17.44,"['Unknown']",436,"[[0.3322282075881958, 0.18349393208821616, 0.4571854114532471, 0.4573680877685547]]","[['meditation', 'mystical', 'glow', 'faith', 'fantasy', 'pray']]"
17.64,"['Miu Le']",441,"[[0.3138284206390381, 0.1891601774427626, 0.4373496055603027, 0.4601560804578993]]","[['serious', 'pain', 'bothered', 'touching', 'disease', 'unsmiling']]"
18.04,"['Miu Le']",451,"[[0.2923561096191406, 0.20657528771294487, 0.41572279930114747, 0.4962949964735243]]","[['serious', 'sad', 'sorrowful', 'sadness', 'bothered', 'unhappy']]"
18.24,"['Miu Le']",456,"[[0.2912467956542969, 0.20253016153971354, 0.4180492877960205, 0.5159636603461372]]","[['bothered', 'pain', 'sad', 'disease', 'sadness', 'sorrowful']]"
18.44,"['Unknown']",461,"[[0.29368579387664795, 0.18617125617133246, 0.4200026512145996, 0.47975565592447916]]","[['disease', 'pain', 'bothered', 'sick', 'ill', 'ache']]"
18.64,"['Miu Le']",466,"[[0.2996125459671021, 0.19814211527506512, 0.42448129653930666, 0.49959229363335506]]","[['pain', 'bothered', 'disease', 'care', 'problem', 'sick']]"
19.04,"['Miu Le']",476,"[[0.30072333812713625, 0.21125138600667318, 0.4247426509857178, 0.5041574266221788]]","[['bothered', 'pain', 'serious', 'disease', 'frowning', 'care']]"
19.24,"['Miu Le']",481,"[[0.30017876625061035, 0.21315555572509765, 0.42434067726135255, 0.5037657419840494]]","[['pain', 'bothered', 'disease', 'sick', 'ill', 'unwell']]"
19.44,"['Miu Le']",486,"[[0.29561314582824705, 0.21024619208441842, 0.42261271476745604, 0.5073773701985677]]","[['bothered', 'pain', 'disease', 'sick', 'problem', 'care']]"
19.64,"['Unknown']",491,"[[0.29243972301483157, 0.20408350626627605, 0.42183213233947753, 0.5136900583902995]]","[['pain', 'disease', 'bothered', 'sick', 'care', 'immoral']]"
20.04,"['Unknown']",501,"[[0.2924515247344971, 0.20776937272813584, 0.4218744277954102, 0.5234234280056423]]","[['bothered', 'addiction', 'pain', 'disease', 'immoral', 'bad']]"
20.24,"['Unknown']",506,"[[0.2972989082336426, 0.21034812927246094, 0.42366747856140136, 0.519424565633138]]","[['bothered', 'pain', 'disease', 'frowning', 'serious', 'problem']]"
20.44,"['Miu Le']",511,"[[0.2955806732177734, 0.20759523179796008, 0.42409305572509765, 0.5192285749647353]]","[['bothered', 'serious', 'pain', 'frowning', 'disease', 'problem']]"
20.64,"['Miu Le']",516,"[[0.29680325984954836, 0.2068777296278212, 0.4259785652160645, 0.5168833838568794]]","[['bothered', 'pain', 'disease', 'bad', 'immoral', 'problem']]"
21.04,"['Unknown']",526,"[[0.293232798576355, 0.20282758076985677, 0.42297186851501467, 0.5174707624647352]]","[['bothered', 'pain', 'disease', 'stress', 'immoral', 'unhappy']]"
21.24,"['Unknown']",531,"[[0.2954749584197998, 0.21101112365722657, 0.42585463523864747, 0.5084013197157118]]","[['pain', 'bothered', 'disease', 'frowning', 'stress', 'serious']]"
21.44,"['Unknown']",536,"[[0.2976286172866821, 0.2140314949883355, 0.424594783782959, 0.5141621907552083]]","[['pain', 'bothered', 'disease', 'frowning', 'stress', 'nervous']]"
21.64,"['Unknown']",541,"[[0.29628582000732423, 0.20887845357259113, 0.42302918434143066, 0.5216548495822483]]","[['bothered', 'pain', 'disease', 'stress', 'unhappy', 'fear']]"
22.04,"['Unknown']",551,"[[0.29822702407836915, 0.21377781762017145, 0.4289365291595459, 0.5164014180501302]]","[['bothered', 'pain', 'serious', 'disease', 'glow', 'stress']]"
22.24,"['Unknown']",556,"[[0.2981466293334961, 0.20806285010443792, 0.4287562370300293, 0.524429448445638]]","[['bothered', 'pain', 'disease', 'problem', 'bad', 'immoral']]"
22.44,"['Unknown']",561,"[[0.3014963626861572, 0.21336956024169923, 0.43397812843322753, 0.5138677385118272]]","[['disease', 'bothered', 'pain', 'problem', 'care', 'bad']]"
22.64,"['Unknown']",566,"[[0.3079954147338867, 0.2155549579196506, 0.43817892074584963, 0.515550782945421]]","[['disease', 'addiction', 'bothered', 'pain', 'mystery', 'faith']]"
23.04,"['Miu Le']",576,"[[0.3085946798324585, 0.21511238945855035, 0.4369767189025879, 0.5104807535807292]]","[['happy', 'smile', 'smiling', 'cheerful', 'fun', 'glow']]"
23.24,"['Unknown']",581,"[[0.31704690456390383, 0.20727960798475478, 0.4466151237487793, 0.5092738257514106]]","[['touching', 'serious', 'bothered', 'problem', 'disease', 'addiction']]"
23.44,"['Miu Le']",586,"[[0.32248740196228026, 0.2184223386976454, 0.44982166290283204, 0.5094902038574218]]","[['faith', 'pray', 'praying', 'hope', 'death', 'bothered']]"
23.64,"['Unknown']",591,"[[0.3232199907302856, 0.22004097832573785, 0.45595245361328124, 0.5186968485514323]]","[['faith', 'pray', 'hope', 'praying', 'meditation', 'peace']]"
24.04,"[]",601,"[]","[]"
24.24,"[]",606,"[]","[]"
24.44,"[]",611,"[]","[]"
24.64,"['Unknown']",616,"[[0.13794761896133423, 0.4079463958740234, 0.23214914798736572, 0.6281827714708116]]","[['glow', 'fantasy', 'celebration', 'success', 'mystery', 'love']]"
25.04,"['Unknown']",626,"[[0.3264994382858276, 0.0696757263607449, 0.4001589775085449, 0.2485492706298828]]","[['glow', 'fantasy', 'vibrant', 'mystery', 'chaos', 'magical']]"
25.24,"[]",631,"[]","[]"
25.44,"[]",636,"[]","[]"
25.64,"[]",641,"[]","[]"
26.04,"[]",651,"[]","[]"
26.24,"[]",656,"[]","[]"
26.44,"[]",661,"[]","[]"
26.64,"[]",666,"[]","[]"
27.04,"['Unknown']",676,"[[0.35338103771209717, 0.06095948749118381, 0.5813807964324951, 0.40209935506184896]]","[['glow', 'chaotic', 'fantasy', 'danger', 'chaos', 'vibrant']]"
27.24,"[]",681,"[]","[]"
27.44,"[]",686,"[]","[]"
27.64,"[]",691,"[]","[]"
