Time,Names,Frame_idx,Bboxes,Emotion
0.04,"[]",1,"[]","[]"
0.24,"[]",6,"[]","[]"
0.44,"[]",11,"[]","[]"
0.64,"[]",16,"[]","[]"
1.04,"[]",26,"[]","[]"
1.24,"[]",31,"[]","[]"
1.44,"[]",36,"[]","[]"
1.64,"[]",41,"[]","[]"
2.04,"['Unknown']",51,"[[0.3650741338729858, 0.5619332207573785, 0.39682028293609617, 0.6343848758273655]]","[['protest', 'corruption', 'shout', 'criminal', 'violence', 'success']]"
2.24,"['Unknown']",56,"[[0.3591496706008911, 0.5879544576009115, 0.39054288864135744, 0.6602261861165365]]","[['protest', 'violence', 'victim', 'criminal', 'murder', 'funeral']]"
2.44,"[]",61,"[]","[]"
2.64,"['Unknown']",66,"[[0.38526365756988523, 0.5372372945149739, 0.4177390098571777, 0.6122724321153429]]","[['criminal', 'violence', 'fear', 'dreads', 'murder', 'victim']]"
3.04,"['Unknown', 'Unknown']",76,"[[0.4020012378692627, 0.4972877926296658, 0.43511667251586916, 0.5725939432779948], [0.3312328815460205, 0.4224651760525174, 0.3664106845855713, 0.4964437696668837]]","[['criminal', 'violence', 'depression', 'abuse', 'problem', 'danger'], ['criminal', 'fraud', 'corruption', 'success', 'danger', 'happy']]"
3.24,"['Unknown', 'Unknown']",81,"[[0.4285004138946533, 0.4545988294813368, 0.465047550201416, 0.5393541971842448], [0.3302025556564331, 0.4452399359809028, 0.36344408988952637, 0.5150853474934896]]","[['happy', 'problem', 'fear', 'success', 'addiction', 'depression'], ['glow', 'success', 'love', 'happy', 'holiday', 'celebration']]"
3.44,"['Unknown', 'Unknown']",86,"[[0.4453249931335449, 0.4522525787353516, 0.47847838401794435, 0.5263427310519748], [0.33013505935668946, 0.4325897216796875, 0.3657783031463623, 0.5071769290500217]]","[['criminal', 'problem', 'violence', 'success', 'punishment', 'depression'], ['happy', 'criminal', 'celebration', 'fun', 'success', 'holiday']]"
3.64,"[]",91,"[]","[]"
4.04,"[]",101,"[]","[]"
4.24,"[]",106,"[]","[]"
4.44,"[]",111,"[]","[]"
4.64,"[]",116,"[]","[]"
5.04,"[]",126,"[]","[]"
5.24,"[]",131,"[]","[]"
5.44,"[]",136,"[]","[]"
5.64,"[]",141,"[]","[]"
6.04,"[]",151,"[]","[]"
6.24,"[]",156,"[]","[]"
6.44,"[]",161,"[]","[]"
6.64,"[]",166,"[]","[]"
7.04,"[]",176,"[]","[]"
7.24,"[]",181,"[]","[]"
7.44,"['Unknown', 'Unknown']",186,"[[0.857472038269043, 0.43420177035861546, 0.8939639091491699, 0.5212875790066189], [0.6252856731414795, 0.5266470167371962, 0.661311674118042, 0.6162669711642795]]","[['criminal', 'problem', 'addiction', 'success', 'danger', 'punishment'], ['disease', 'danger', 'care', 'criminal', 'pain', 'addiction']]"
7.64,"[]",191,"[]","[]"
8.04,"[]",201,"[]","[]"
8.24,"[]",206,"[]","[]"
8.44,"[]",211,"[]","[]"
8.64,"[]",216,"[]","[]"
9.04,"[]",226,"[]","[]"
9.24,"[]",231,"[]","[]"
9.44,"[]",236,"[]","[]"
9.64,"[]",241,"[]","[]"
10.04,"[]",251,"[]","[]"
10.24,"['Unknown']",256,"[[0.5052192211151123, 0.4771246168348524, 0.5431904315948486, 0.5625130971272786]]","[['criminal', 'corruption', 'fraud', 'death', 'murder', 'punishment']]"
10.44,"[]",261,"[]","[]"
10.64,"[]",266,"[]","[]"
11.04,"['Unknown']",276,"[[0.308011794090271, 0.2715338812934028, 0.3580965518951416, 0.4097143809000651]]","[['care', 'criminal', 'disease', 'happy', 'fun', 'bothered']]"
11.24,"['Unknown']",281,"[[0.32381882667541506, 0.27011436886257595, 0.38691818714141846, 0.4128503163655599]]","[['happy', 'success', 'love', 'holiday', 'celebration', 'fun']]"
11.44,"['Unknown']",286,"[[0.3275753498077393, 0.274187978108724, 0.394606876373291, 0.41452789306640625]]","[['care', 'love', 'disease', 'happy', 'criminal', 'danger']]"
11.64,"['Son Tung', 'Unknown']",291,"[[0.33358054161071776, 0.26652681562635633, 0.4015986442565918, 0.40456102159288193], [0.4260547637939453, 0.2996372222900391, 0.4794748306274414, 0.4331629435221354]]","[['disease', 'care', 'danger', 'success', 'criminal', 'touching'], ['success', 'happy', 'smiling', 'smile', 'happiness', 'cheerful']]"
12.04,"['Son Tung']",301,"[[0.32422218322753904, 0.2716326183742947, 0.3958981275558472, 0.42196261088053383]]","[['happy', 'success', 'fun', 'celebration', 'cheerful', 'pride']]"
12.24,"['Unknown', 'Son Tung']",306,"[[0.6201496601104737, 0.7835647583007812, 0.6671751976013184, 0.8910413953993056], [0.3257992029190063, 0.2826415591769748, 0.3954415798187256, 0.42195286220974393]]","[['corruption', 'criminal', 'fraud', 'violence', 'protest', 'victim'], ['pride', 'happy', 'fun', 'celebration', 'criminal', 'love']]"
12.44,"['Unknown', 'Son Tung', 'Unknown']",311,"[[0.6223110675811767, 0.787380133734809, 0.6658613204956054, 0.8891819424099392], [0.33333444595336914, 0.29060054355197484, 0.4027602195739746, 0.43587095472547743], [0.42209453582763673, 0.3545889960394965, 0.4764357566833496, 0.48521639506022135]]","[['corruption', 'criminal', 'fraud', 'violence', 'suspect', 'protest'], ['pride', 'protest', 'faithful', 'freedom', 'celebration', 'fun'], ['criminal', 'fear', 'success', 'danger', 'happy', 'violence']]"
12.64,"['Unknown', 'Son Tung', 'Unknown']",316,"[[0.6251415729522705, 0.7996983846028646, 0.6688069820404052, 0.9086362202962239], [0.3386085033416748, 0.3031423780653212, 0.4085835933685303, 0.4467608133951823], [0.42101249694824217, 0.3697508070203993, 0.4775740623474121, 0.50346802605523]]","[['criminal', 'corruption', 'punishment', 'violence', 'danger', 'fraud'], ['nightmare', 'horror', 'halloween', 'fear', 'mystery', 'dreads'], ['success', 'happy', 'achievement', 'cheerful', 'smile', 'happiness']]"
13.04,"['Chi Pu', 'Son Tung']",326,"[[0.5380146503448486, 0.5685184478759766, 0.6742159843444824, 0.8846275329589843], [0.3466925144195557, 0.3811237335205078, 0.49546184539794924, 0.6907759772406684]]","[['success', 'problem', 'happy', 'smile', 'danger', 'successful'], ['halloween', 'nightmare', 'horror', 'care', 'dreads', 'fear']]"
13.24,"['Son Tung', 'Chi Pu']",331,"[[0.36141529083251955, 0.3865491655137804, 0.505316162109375, 0.6958574083116319], [0.5468706607818603, 0.5634033626980252, 0.673931074142456, 0.8690198262532552]]","[['dreads', 'fear', 'bothered', 'nightmare', 'halloween', 'horror'], ['success', 'problem', 'happy', 'hope', 'smile', 'faith']]"
13.44,"['Son Tung', 'Chi Pu']",336,"[[0.3758089065551758, 0.39163856506347655, 0.5198316097259521, 0.7124905904134115], [0.5583866119384766, 0.5550748189290364, 0.6773318767547607, 0.8644248962402343]]","[['happy', 'fun', 'smile', 'pride', 'cheerful', 'smiling'], ['happy', 'smiling', 'smile', 'success', 'happiness', 'cheerful']]"
13.64,"['Son Tung', 'Chi Pu']",341,"[[0.38127312660217283, 0.3990070343017578, 0.5277512073516846, 0.7219048394097223], [0.5655319690704346, 0.5611783345540364, 0.6878256797790527, 0.8789212544759114]]","[['happy', 'smile', 'fun', 'cheerful', 'smiling', 'joy'], ['happy', 'smile', 'smiling', 'success', 'happiness', 'cheerful']]"
14.04,"['Son Tung', 'Chi Pu']",351,"[[0.38429067134857176, 0.4014736599392361, 0.5303205490112305, 0.730312262641059], [0.5840100765228271, 0.5645608266194662, 0.7058513641357422, 0.8815184699164497]]","[['fun', 'happy', 'cheerful', 'happiness', 'joy', 'pride'], ['success', 'happy', 'smiling', 'cheerful', 'smile', 'happiness']]"
14.24,"['Son Tung', 'Chi Pu']",356,"[[0.3823601245880127, 0.4008838653564453, 0.5275619506835938, 0.7353629218207465], [0.5828219413757324, 0.5606067233615452, 0.7038057327270508, 0.8807409498426649]]","[['pride', 'fun', 'happy', 'joy', 'happiness', 'cheerful'], ['happy', 'success', 'smiling', 'smile', 'happiness', 'cheerful']]"
14.44,"['Son Tung', 'Chi Pu']",361,"[[0.378957462310791, 0.40613140530056424, 0.522174596786499, 0.7351995680067275], [0.5756348609924317, 0.5603631761338975, 0.6928790092468262, 0.8797349717881945]]","[['happy', 'fun', 'joy', 'cheerful', 'happiness', 'smile'], ['success', 'happy', 'smiling', 'smile', 'cheerful', 'successful']]"
14.64,"[]",366,"[]","[]"
15.04,"[]",376,"[]","[]"
15.24,"[]",381,"[]","[]"
15.44,"[]",386,"[]","[]"
15.64,"[]",391,"[]","[]"
16.04,"[]",401,"[]","[]"
16.24,"[]",406,"[]","[]"
16.44,"[]",411,"[]","[]"
16.64,"[]",416,"[]","[]"
17.04,"['Chi Pu', 'Son Tung']",426,"[[0.1711432695388794, 0.3434926562839084, 0.3091078281402588, 0.6671657562255859], [0.3494124174118042, 0.16127635108100044, 0.5150733947753906, 0.5004024505615234]]","[['happy', 'smile', 'smiling', 'success', 'happiness', 'cheerful'], ['disease', 'care', 'bothered', 'pain', 'problem', 'sick']]"
17.24,"['Chi Pu', 'Unknown']",431,"[[0.2261988878250122, 0.2884868409898546, 0.3658076524734497, 0.603781000773112], [0.4027560234069824, 0.13868461185031467, 0.5847325325012207, 0.48308419121636287]]","[['success', 'happy', 'smile', 'smiling', 'happiness', 'cheerful'], ['disease', 'care', 'pain', 'bothered', 'sick', 'addiction']]"
