Time,Names,Frame_idx,Bboxes,Emotion
0.04,"[]",1,"[]","[]"
0.24,"[]",6,"[]","[]"
0.44,"[]",11,"[]","[]"
0.64,"[]",16,"[]","[]"
1.04,"[]",26,"[]","[]"
1.24,"[]",31,"[]","[]"
1.44,"['Unknown']",36,"[[0.19379413922627767, 0.021534190354523836, 0.245055627822876, 0.14157317832664207]]","[['glow', 'war', 'rush', 'struggling', 'freedom', 'fantasy']]"
1.64,"[]",41,"[]","[]"
2.04,"[]",51,"[]","[]"
2.24,"[]",56,"[]","[]"
2.44,"[]",61,"[]","[]"
2.64,"[]",66,"[]","[]"
3.04,"[]",76,"[]","[]"
3.24,"[]",81,"[]","[]"
3.44,"[]",86,"[]","[]"
3.64,"[]",91,"[]","[]"
4.04,"[]",101,"[]","[]"
4.24,"[]",106,"[]","[]"
4.44,"[]",111,"[]","[]"
4.64,"[]",116,"[]","[]"
5.04,"[]",126,"[]","[]"
5.24,"[]",131,"[]","[]"
5.44,"[]",136,"[]","[]"
5.64,"[]",141,"[]","[]"
6.04,"[]",151,"[]","[]"
6.24,"[]",156,"[]","[]"
6.44,"[]",161,"[]","[]"
6.64,"[]",166,"[]","[]"
7.04,"[]",176,"[]","[]"
7.24,"[]",181,"[]","[]"
7.44,"[]",186,"[]","[]"
7.64,"[]",191,"[]","[]"
8.04,"[]",201,"[]","[]"
8.24,"[]",206,"[]","[]"
8.44,"[]",211,"[]","[]"
8.64,"[]",216,"[]","[]"
9.04,"[]",226,"[]","[]"
9.24,"[]",231,"[]","[]"
9.44,"[]",236,"[]","[]"
9.64,"[]",241,"[]","[]"
10.04,"[]",251,"[]","[]"
10.24,"[]",256,"[]","[]"
10.44,"[]",261,"[]","[]"
10.64,"[]",266,"[]","[]"
11.04,"[]",276,"[]","[]"
11.24,"[]",281,"[]","[]"
11.44,"[]",286,"[]","[]"
11.64,"[]",291,"[]","[]"
12.04,"[]",301,"[]","[]"
12.24,"['Unknown']",306,"[[0.661973253885905, 0.10773131052652994, 0.7728810628255208, 0.3461836638274016]]","[['faith', 'hope', 'love', 'holiday', 'success', 'happy']]"
12.44,"['Unknown']",311,"[[0.49676361083984377, 0.606291424786603, 0.5388317108154297, 0.739531566478588]]","[['hope', 'faith', 'death', 'glow', 'halloween', 'fantasy']]"
12.64,"[]",316,"[]","[]"
13.04,"[]",326,"[]","[]"
13.24,"[]",331,"[]","[]"
13.44,"['Unknown']",336,"[[0.9272523880004883, 0.5361179493091724, 0.9458527247111003, 0.578681719744647]]","[['glow', 'mystery', 'halloween', 'death', 'fantasy', 'hope']]"
13.64,"[]",341,"[]","[]"
14.04,"['Unknown']",351,"[[0.44294926325480144, 0.12305429246690539, 0.4842933972676595, 0.2491390934696904]]","[['glow', 'hope', 'freedom', 'love', 'mystery', 'danger']]"
14.24,"['Unknown']",356,"[[0.43482449849446614, 0.12808220474808305, 0.47767871220906577, 0.2546126189055266]]","[['freedom', 'pride', 'glow', 'love', 'danger', 'hope']]"
14.44,"['Unknown', 'Unknown']",361,"[[0.4226042111714681, 0.13682642336244935, 0.4623979250590006, 0.2561845850061487], [0.3908651034037272, 0.06457004547119141, 0.4281378110249837, 0.13173842253508392]]","[['glow', 'fantasy', 'hope', 'danger', 'mystery', 'powerful'], ['glow', 'fantasy', 'magical', 'christmas', 'holiday', 'celebration']]"
14.64,"['Unknown']",366,"[[0.4154760042826335, 0.133783283940068, 0.4581673304239909, 0.25950232611762153]]","[['glow', 'fantasy', 'danger', 'hope', 'mystery', 'faith']]"
15.04,"['Unknown', 'Unknown']",376,"[[0.37891387939453125, 0.055963558620876735, 0.4149566332499186, 0.1265445002803096], [0.4097146034240723, 0.138525390625, 0.44989442825317383, 0.25701771488896125]]","[['glow', 'christmas', 'holiday', 'celebration', 'magical', 'fantasy'], ['glow', 'danger', 'fantasy', 'hope', 'powerful', 'mystery']]"
15.24,"['Unknown']",381,"[[0.7496009190877279, 0.6391698201497396, 0.8144189198811849, 0.7380963925962095]]","[['glow', 'fantasy', 'magical', 'vibrant', 'mysterious', 'halloween']]"
15.44,"['Unknown']",386,"[[0.7637611389160156, 0.3078441196017795, 0.9586873372395833, 0.7399158619068287]]","[['glow', 'fantasy', 'disease', 'mysterious', 'death', 'mystery']]"
15.64,"['Unknown']",391,"[[0.11309741338094076, -0.026792913013034398, 0.31957775751749673, 0.43022777416087965]]","[['fun', 'happy', 'erotic', 'love', 'criminal', 'celebration']]"
16.04,"[]",401,"[]","[]"
16.24,"[]",406,"[]","[]"
16.44,"['Unknown']",411,"[[0.33650004069010414, 0.16736814710828993, 0.452386728922526, 0.4433560124150029]]","[['addiction', 'criminal', 'danger', 'horror', 'erotic', 'fun']]"
16.64,"['Miu Le']",416,"[[0.32863470713297527, 0.16470283225730614, 0.4570049603780111, 0.4452955175329138]]","[['disease', 'bothered', 'pain', 'problem', 'addiction', 'erotic']]"
17.04,"['Miu Le']",426,"[[0.3297943433125814, 0.1746134157533999, 0.4676581064860026, 0.47720681649667246]]","[['serious', 'glow', 'addiction', 'unsmiling', 'fantasy', 'mystery']]"
17.24,"['Miu Le']",431,"[[0.33467845916748046, 0.17857325518572773, 0.4661777814229329, 0.470544829191985]]","[['serious', 'bothered', 'pain', 'care', 'unsmiling', 'touching']]"
17.44,"['Unknown']",436,"[[0.3281351407368978, 0.17451279251663773, 0.4583531379699707, 0.47065585101092305]]","[['meditation', 'mystical', 'pain', 'faith', 'glow', 'bothered']]"
17.64,"['Miu Le']",441,"[[0.3069768905639648, 0.1843706484194155, 0.4370749473571777, 0.4684273048683449]]","[['pain', 'bothered', 'disease', 'serious', 'touching', 'stress']]"
18.04,"['Miu Le']",451,"[[0.2880423545837402, 0.2013271755642361, 0.41635239919026695, 0.5026870727539062]]","[['serious', 'sad', 'bothered', 'sadness', 'sorrowful', 'depression']]"
18.24,"['Miu Le']",456,"[[0.2893921216328939, 0.2074933228669343, 0.418221124013265, 0.5204468338577836]]","[['bothered', 'pain', 'disease', 'sad', 'sadness', 'sorrowful']]"
18.44,"['Unknown']",461,"[[0.294689146677653, 0.17611510665328414, 0.4297108014424642, 0.48606171784577545]]","[['disease', 'pain', 'bothered', 'sick', 'ill', 'care']]"
18.64,"['Miu Le']",466,"[[0.2962232907613119, 0.19587362783926504, 0.4276233355204264, 0.4938581113462095]]","[['bothered', 'pain', 'serious', 'disease', 'alone', 'care']]"
19.04,"['Miu Le']",476,"[[0.29789721171061195, 0.21094925491898148, 0.42429593404134114, 0.5111173276548032]]","[['bothered', 'pain', 'disease', 'addiction', 'care', 'immoral']]"
19.24,"['Miu Le']",481,"[[0.29440832138061523, 0.20599247967755352, 0.4221864064534505, 0.5068553783275463]]","[['bothered', 'pain', 'disease', 'addiction', 'sick', 'problem']]"
19.44,"['Miu Le']",486,"[[0.29303595225016277, 0.20570927372685185, 0.4211923599243164, 0.5093581023039642]]","[['bothered', 'pain', 'disease', 'immoral', 'bad', 'addiction']]"
19.64,"['Miu Le']",491,"[[0.2898954709370931, 0.20653490137170863, 0.418936030069987, 0.5113533302589699]]","[['pain', 'bothered', 'fantasy', 'bad', 'immoral', 'alone']]"
20.04,"['Miu Le']",501,"[[0.2903636614481608, 0.21538528159812645, 0.41904872258504233, 0.515553453233507]]","[['bothered', 'immoral', 'pain', 'bad', 'disease', 'addiction']]"
20.24,"['Unknown']",506,"[[0.29480005900065104, 0.21007602832935474, 0.4217761675516764, 0.5211018880208333]]","[['bothered', 'pain', 'disease', 'bad', 'immoral', 'unhappy']]"
20.44,"['Miu Le']",511,"[[0.2903304100036621, 0.21212168093080874, 0.42297493616739906, 0.5140338473849826]]","[['serious', 'bothered', 'frowning', 'pain', 'disease', 'addiction']]"
20.64,"['Miu Le']",516,"[[0.2912496566772461, 0.20897983974880643, 0.42067708969116213, 0.5180584942853009]]","[['bothered', 'pain', 'frowning', 'serious', 'disease', 'stress']]"
21.04,"['Unknown']",526,"[[0.2910041809082031, 0.21999099166304978, 0.4229546229044596, 0.5259609081127026]]","[['bothered', 'pain', 'frowning', 'disease', 'serious', 'stress']]"
21.24,"['Unknown']",531,"[[0.2960955301920573, 0.21184254399052374, 0.4256338119506836, 0.5254479867440683]]","[['pain', 'bothered', 'disease', 'unhappy', 'frowning', 'fear']]"
21.44,"['Unknown']",536,"[[0.29429276784261066, 0.20829407020851418, 0.4266761461893717, 0.5250683819806135]]","[['pain', 'bothered', 'fantasy', 'unhappy', 'sorrowful', 'sad']]"
21.64,"['Unknown']",541,"[[0.29215526580810547, 0.20602767379195602, 0.4238929112752279, 0.5256404735423901]]","[['pain', 'bothered', 'disease', 'frowning', 'unhappy', 'serious']]"
22.04,"['Unknown']",551,"[[0.29412174224853516, 0.21348211500379774, 0.4262782732645671, 0.523961893717448]]","[['bothered', 'pain', 'disease', 'addiction', 'bad', 'stress']]"
22.24,"['Unknown']",556,"[[0.29988927841186525, 0.21626018948025175, 0.4291982332865397, 0.5275666978624132]]","[['pain', 'bothered', 'disease', 'unhappy', 'care', 'stress']]"
22.44,"['Unknown']",561,"[[0.3006148338317871, 0.2150411817762587, 0.43342949549357096, 0.5147771764684607]]","[['disease', 'bothered', 'care', 'pain', 'touching', 'problem']]"
