Time,Names,Frame_idx,Bboxes,Emotion
0.04,"[]",1,"[]","[]"
0.24,"[]",6,"[]","[]"
0.44,"[]",11,"[]","[]"
0.64,"[]",16,"[]","[]"
1.04,"[]",26,"[]","[]"
1.24,"[]",31,"[]","[]"
1.44,"['Unknown']",36,"[[0.19865679740905762, 0.5444526672363281, 0.21023926734924317, 0.5704732682969835]]","[['criminal', 'murder', 'struggling', 'suspect', 'defense', 'care']]"
1.64,"[]",41,"[]","[]"
2.04,"['Chi Pu']",51,"[[0.3643537998199463, 0.5629712422688802, 0.3978566646575928, 0.632187016805013]]","[['faith', 'criminal', 'success', 'corruption', 'faithful', 'fraud']]"
2.24,"['Unknown']",56,"[[0.3605100154876709, 0.5893054538302951, 0.39053826332092284, 0.6556997934977213]]","[['happy', 'faith', 'success', 'death', 'smile', 'hope']]"
2.44,"['Chi Pu']",61,"[[0.3763607978820801, 0.5327621036105685, 0.4111384391784668, 0.612244372897678]]","[['happy', 'success', 'love', 'faithful', 'faith', 'hope']]"
2.64,"['Unknown']",66,"[[0.3846111297607422, 0.5382044898139106, 0.4165932655334473, 0.6076824612087673]]","[['happy', 'success', 'love', 'smiling', 'happiness', 'faith']]"
3.04,"['Unknown', 'Son Tung']",76,"[[0.4023734092712402, 0.5000470479329427, 0.4344764709472656, 0.5710846371120877], [0.33072924613952637, 0.42721472846137154, 0.36525235176086424, 0.49831581115722656]]","[['criminal', 'corruption', 'death', 'violence', 'punishment', 'fraud'], ['love', 'happy', 'success', 'criminal', 'faithful', 'care']]"
3.24,"['Unknown', 'Unknown']",81,"[[0.42932376861572263, 0.4502524905734592, 0.46706862449645997, 0.5360796610514323], [0.3300601959228516, 0.4507892608642578, 0.364757776260376, 0.5205424414740668]]","[['success', 'happy', 'faithful', 'smile', 'celebration', 'happiness'], ['success', 'happy', 'celebration', 'love', 'fun', 'happiness']]"
3.44,"['Unknown', 'Unknown']",86,"[[0.44747300148010255, 0.4544236501057943, 0.47907772064208987, 0.5234579298231337], [0.33167471885681155, 0.43346146477593317, 0.36648974418640134, 0.5074756198459202]]","[['criminal', 'violence', 'death', 'fear', 'danger', 'horror'], ['protest', 'shout', 'criminal', 'violence', 'crisis', 'corruption']]"
3.64,"[]",91,"[]","[]"
4.04,"[]",101,"[]","[]"
4.24,"[]",106,"[]","[]"
4.44,"[]",111,"[]","[]"
4.64,"[]",116,"[]","[]"
5.04,"[]",126,"[]","[]"
5.24,"[]",131,"[]","[]"
5.44,"[]",136,"[]","[]"
5.64,"[]",141,"[]","[]"
6.04,"[]",151,"[]","[]"
6.24,"['Unknown']",156,"[[0.39712369441986084, 0.19520111083984376, 0.4230916976928711, 0.2612711164686415]]","[['criminal', 'danger', 'dangerous', 'addiction', 'violence', 'fraud']]"
6.44,"[]",161,"[]","[]"
6.64,"[]",166,"[]","[]"
7.04,"['Unknown']",176,"[[0.766404676437378, 0.4022825029161241, 0.8075216293334961, 0.48845477634006074]]","[['protest', 'corruption', 'shout', 'violence', 'criminal', 'funeral']]"
7.24,"['Unknown', 'Unknown']",181,"[[0.8135838508605957, 0.41444791158040367, 0.8524860382080078, 0.5096064249674479], [0.6570601463317871, 0.3304545084635417, 0.694115686416626, 0.413386238945855]]","[['violence', 'criminal', 'protest', 'corruption', 'victim', 'sorrowful'], ['criminal', 'success', 'danger', 'corruption', 'fraud', 'death']]"
7.44,"['Unknown']",186,"[[0.8585535049438476, 0.435572263929579, 0.8959695816040039, 0.5308016459147136]]","[['criminal', 'corruption', 'violence', 'victim', 'danger', 'fraud']]"
7.64,"['Unknown']",191,"[[0.9029411315917969, 0.4773477766248915, 0.9393407821655273, 0.5645867665608724]]","[['success', 'corruption', 'criminal', 'happy', 'problem', 'risk']]"
8.04,"['Unknown']",201,"[[0.5290440559387207, 0.38995111253526477, 0.5530831336975097, 0.44094539218478734]]","[['success', 'criminal', 'care', 'danger', 'problem', 'happy']]"
8.24,"['Unknown', 'Unknown']",206,"[[0.58065185546875, 0.4190080854627821, 0.6149371147155762, 0.4868267059326172], [0.5440069198608398, 0.39064068264431423, 0.5688000202178956, 0.44657007853190106]]","[['violence', 'shout', 'criminal', 'success', 'protest', 'fear'], ['success', 'danger', 'criminal', 'negative', 'care', 'problem']]"
8.44,"['Unknown']",211,"[[0.5873101234436036, 0.4135455661349826, 0.6238698482513427, 0.4839915805392795]]","[['depression', 'bothered', 'criminal', 'pain', 'problem', 'fear']]"
8.64,"[]",216,"[]","[]"
9.04,"[]",226,"[]","[]"
9.24,"[]",231,"[]","[]"
9.44,"[]",236,"[]","[]"
9.64,"[]",241,"[]","[]"
10.04,"['Unknown']",251,"[[0.5099468231201172, 0.4796515570746528, 0.5470468997955322, 0.5567181057400173]]","[['death', 'faith', 'pride', 'criminal', 'faithful', 'halloween']]"
10.24,"['Unknown']",256,"[[0.502002477645874, 0.48053936428493926, 0.539719533920288, 0.560365719265408]]","[['death', 'halloween', 'faith', 'faithful', 'horror', 'fear']]"
10.44,"['Son Tung']",261,"[[0.49745874404907225, 0.47749434577094185, 0.5363082408905029, 0.5588116539849175]]","[['protest', 'death', 'faithful', 'violence', 'victim', 'corruption']]"
10.64,"['Son Tung', 'Unknown']",266,"[[0.49488263130187987, 0.47629432678222655, 0.5328864574432373, 0.5592303382025825], [0.596810245513916, 0.47057380676269533, 0.6256273269653321, 0.5461265987820095]]","[['faithful', 'corruption', 'protest', 'violence', 'death', 'criminal'], ['horror', 'halloween', 'death', 'fear', 'danger', 'dreads']]"
11.04,"['Unknown', 'Unknown']",276,"[[0.452057409286499, 0.29926221635606554, 0.5024528980255127, 0.43161917792426213], [0.3028961181640625, 0.2589246326022678, 0.3613691806793213, 0.411874516805013]]","[['bothered', 'depression', 'disease', 'problem', 'pain', 'love'], ['disease', 'care', 'problem', 'bothered', 'violence', 'victim']]"
11.24,"['Unknown', 'Unknown']",281,"[[0.3242769479751587, 0.2622140248616536, 0.3895937442779541, 0.40817303127712673], [0.4521658897399902, 0.3090901904635959, 0.500092601776123, 0.44093750847710506]]","[['danger', 'criminal', 'addiction', 'violence', 'death', 'disease'], ['problem', 'bothered', 'depression', 'disease', 'sad', 'stress']]"
11.44,"['Son Tung', 'Unknown']",286,"[[0.3270728349685669, 0.26949965159098305, 0.3930116891860962, 0.40920431349012587], [0.43743062019348145, 0.29896089765760636, 0.48690338134765626, 0.43300442165798614]]","[['bothered', 'disease', 'pain', 'problem', 'depression', 'sad'], ['happy', 'smile', 'love', 'smiling', 'care', 'problem']]"
11.64,"['Son Tung', 'Chi Pu']",291,"[[0.3329691648483276, 0.25988792843288844, 0.39904122352600097, 0.39917242262098523], [0.4262833118438721, 0.2936582353379991, 0.4815932273864746, 0.43652432759602866]]","[['fear', 'happy', 'problem', 'dreads', 'danger', 'criminal'], ['success', 'happy', 'smiling', 'smile', 'successful', 'cheerful']]"
12.04,"['Son Tung', 'Chi Pu']",301,"[[0.32652571201324465, 0.2690983666314019, 0.39347028732299805, 0.4134576161702474], [0.4176162242889404, 0.31223180558946395, 0.4759522914886475, 0.45868907504611545]]","[['happy', 'smile', 'happiness', 'fun', 'smiling', 'cheerful'], ['happy', 'success', 'smile', 'smiling', 'cheerful', 'happiness']]"
12.24,"['Unknown', 'Son Tung', 'Chi Pu']",306,"[[0.6225257873535156, 0.78648927476671, 0.6648009300231934, 0.8947074890136719], [0.3286458969116211, 0.27683465745713975, 0.39400694370269773, 0.42009849548339845], [0.41373047828674314, 0.3318660524156358, 0.47429666519165037, 0.4792835235595703]]","[['corruption', 'criminal', 'violence', 'problem', 'victim', 'fraud'], ['happy', 'smile', 'happiness', 'smiling', 'cheerful', 'fun'], ['happy', 'success', 'cheerful', 'smile', 'smiling', 'happiness']]"
12.44,"['Unknown', 'Son Tung', 'Chi Pu']",311,"[[0.6237023353576661, 0.7879380120171441, 0.6644496917724609, 0.8904202779134115], [0.33297066688537597, 0.2871242735120985, 0.39958739280700684, 0.4294955783420139], [0.41945228576660154, 0.3471687740749783, 0.4771303653717041, 0.49801114400227864]]","[['corruption', 'criminal', 'violence', 'protest', 'victim', 'fraud'], ['happy', 'smile', 'smiling', 'success', 'happiness', 'cheerful'], ['happy', 'success', 'cheerful', 'smiling', 'smile', 'happiness']]"
12.64,"['Son Tung', 'Unknown', 'Chi Pu', 'Unknown']",316,"[[0.3378304004669189, 0.2948602676391602, 0.4050544261932373, 0.445267825656467], [0.6283918380737304, 0.8009531656901042, 0.6691198825836182, 0.9044538709852431], [0.4225639820098877, 0.36181182861328126, 0.4806797027587891, 0.5117497338189019], [0.6112136840820312, 0.7704510158962674, 0.6351413726806641, 0.827528805202908]]","[['success', 'happy', 'celebration', 'happiness', 'cheerful', 'fun'], ['criminal', 'corruption', 'violence', 'punishment', 'murder', 'pray'], ['happy', 'success', 'smiling', 'smile', 'cheerful', 'happiness'], ['glow', 'danger', 'success', 'struggling', 'mystery', 'disease']]"
13.04,"['Chi Pu', 'Son Tung']",326,"[[0.5400707244873046, 0.5775002797444662, 0.6762405395507812, 0.8865027533637153], [0.34835991859436033, 0.3864625295003255, 0.4924427032470703, 0.6930299970838759]]","[['faith', 'hope', 'problem', 'praying', 'pray', 'serious'], ['care', 'fantasy', 'bothered', 'pain', 'halloween', 'horror']]"
